trip_id,duration,start_date,start_station,start_terminal,end_date,end_station,end_terminal,bike#,subscriber_type,zip_code,day
1024636,533,12/1/2015 7:06,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 7:14,Civic Center BART (7th at Market),72,526,Subscriber,94103,Weekday
1024638,755,12/1/2015 7:06,Embarcadero at Folsom,51,12/1/2015 7:19,Townsend at 7th,65,378,Subscriber,94610,Weekday
1024639,561,12/1/2015 7:06,Embarcadero at Folsom,51,12/1/2015 7:16,San Francisco Caltrain (Townsend at 4th),70,391,Subscriber,94501,Weekday
1024640,576,12/1/2015 7:07,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 7:16,Beale at Market,56,222,Subscriber,95136,Weekday
1024641,819,12/1/2015 7:07,Harry Bridges Plaza (Ferry Building),50,12/1/2015 7:20,Townsend at 7th,65,877,Subscriber,94501,Weekday
1024643,63,12/1/2015 7:07,Market at 10th,67,12/1/2015 7:08,Market at 10th,67,519,Subscriber,94107,Weekday
1024644,1274,12/1/2015 7:07,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 7:28,Embarcadero at Sansome,60,527,Subscriber,94085,Weekday
1024645,520,12/1/2015 7:08,Harry Bridges Plaza (Ferry Building),50,12/1/2015 7:17,San Francisco Caltrain 2 (330 Townsend),69,464,Subscriber,94920,Weekday
1024646,940,12/1/2015 7:09,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 7:24,Clay at Battery,41,445,Subscriber,94402,Weekday
1024647,651,12/1/2015 7:09,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 7:20,Post at Kearny,47,540,Subscriber,94401,Weekday
1024648,719,12/1/2015 7:09,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 7:21,Market at Sansome,77,447,Subscriber,94402,Weekday
1024649,458,12/1/2015 7:09,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 7:17,Market at Sansome,77,55,Subscriber,94062,Weekday
1024650,711,12/1/2015 7:09,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 7:21,Harry Bridges Plaza (Ferry Building),50,520,Subscriber,94402,Weekday
1024651,985,12/1/2015 7:09,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 7:26,Davis at Jackson,42,286,Subscriber,94087,Weekday
1024652,733,12/1/2015 7:10,Harry Bridges Plaza (Ferry Building),50,12/1/2015 7:23,San Francisco Caltrain (Townsend at 4th),70,158,Subscriber,94608,Weekday
1024653,759,12/1/2015 7:11,San Francisco City Hall,58,12/1/2015 7:23,Temporary Transbay Terminal (Howard at Beale),55,581,Subscriber,94107,Weekday
1024655,634,12/1/2015 7:13,Temporary Transbay Terminal (Howard at Beale),55,12/1/2015 7:24,Civic Center BART (7th at Market),72,279,Subscriber,94710,Weekday
1024656,645,12/1/2015 7:14,Harry Bridges Plaza (Ferry Building),50,12/1/2015 7:25,San Francisco Caltrain (Townsend at 4th),70,352,Subscriber,94930,Weekday
1024661,163,12/1/2015 7:18,Market at 4th,76,12/1/2015 7:20,Market at Sansome,77,188,Subscriber,94107,Weekday
1024663,469,12/1/2015 7:17,Temporary Transbay Terminal (Howard at Beale),55,12/1/2015 7:25,Market at 4th,76,604,Subscriber,94501,Weekday
1024667,379,12/1/2015 7:18,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 7:25,Yerba Buena Center of the Arts (3rd @ Howard),68,214,Subscriber,94158,Weekday
1024668,1044,12/1/2015 7:19,Japantown,9,12/1/2015 7:36,San Jose Diridon Caltrain Station,2,661,Subscriber,95112,Weekday
1024670,473,12/1/2015 7:21,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 7:29,Post at Kearny,47,427,Subscriber,94404,Weekday
1024671,195,12/1/2015 7:21,Temporary Transbay Terminal (Howard at Beale),55,12/1/2015 7:25,Clay at Battery,41,457,Subscriber,94105,Weekday
1024672,348,12/1/2015 7:22,Temporary Transbay Terminal (Howard at Beale),55,12/1/2015 7:28,Steuart at Market,74,393,Subscriber,95620,Weekday
1024675,758,12/1/2015 7:23,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 7:36,Powell Street BART,39,624,Subscriber,94102,Weekday
1024676,236,12/1/2015 7:23,Townsend at 7th,65,12/1/2015 7:27,San Francisco Caltrain 2 (330 Townsend),69,309,Subscriber,94080,Weekday
1024677,949,12/1/2015 7:23,Townsend at 7th,65,12/1/2015 7:39,Temporary Transbay Terminal (Howard at Beale),55,372,Subscriber,94107,Weekday
1024678,210,12/1/2015 7:24,Grant Avenue at Columbus Avenue,73,12/1/2015 7:27,Clay at Battery,41,375,Subscriber,94133,Weekday
1024679,1048,12/1/2015 7:24,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 7:41,Embarcadero at Sansome,60,423,Subscriber,95129,Weekday
1024680,505,12/1/2015 7:21,Civic Center BART (7th at Market),72,12/1/2015 7:30,Townsend at 7th,65,403,Subscriber,94582,Weekday
1024681,620,12/1/2015 7:25,Broadway St at Battery St,82,12/1/2015 7:35,San Francisco Caltrain (Townsend at 4th),70,321,Subscriber,94133,Weekday
1024682,706,12/1/2015 7:26,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 7:38,Market at 10th,67,352,Subscriber,94025,Weekday
1024683,493,12/1/2015 7:26,Steuart at Market,74,12/1/2015 7:35,2nd at Townsend,61,376,Subscriber,94803,Weekday
1024684,319,12/1/2015 7:29,Embarcadero at Sansome,60,12/1/2015 7:35,Beale at Market,56,527,Subscriber,94111,Weekday
1024685,693,12/1/2015 7:31,Ryland Park,84,12/1/2015 7:42,San Jose Diridon Caltrain Station,2,644,Subscriber,95112,Weekday
1024686,289,12/1/2015 7:31,Temporary Transbay Terminal (Howard at Beale),55,12/1/2015 7:36,Embarcadero at Vallejo,48,469,Subscriber,94501,Weekday
1024687,576,12/1/2015 7:32,Temporary Transbay Terminal (Howard at Beale),55,12/1/2015 7:42,San Francisco Caltrain (Townsend at 4th),70,356,Subscriber,94610,Weekday
1024688,114,12/1/2015 7:34,2nd at South Park,64,12/1/2015 7:35,2nd at Townsend,61,442,Subscriber,94107,Weekday
1024689,323,12/1/2015 7:34,Temporary Transbay Terminal (Howard at Beale),55,12/1/2015 7:39,2nd at South Park,64,411,Subscriber,94602,Weekday
1024690,650,12/1/2015 7:35,San Jose Diridon Caltrain Station,2,12/1/2015 7:45,MLK Library,11,143,Customer,94121,Weekday
1024692,333,12/1/2015 7:36,Harry Bridges Plaza (Ferry Building),50,12/1/2015 7:41,Embarcadero at Sansome,60,520,Subscriber,94939,Weekday
1024693,275,12/1/2015 7:36,5th at Howard,57,12/1/2015 7:41,San Francisco Caltrain 2 (330 Townsend),69,187,Subscriber,94103,Weekday
1024694,526,12/1/2015 7:36,Paseo de San Antonio,7,12/1/2015 7:45,San Jose Diridon Caltrain Station,2,261,Subscriber,95113,Weekday
1024695,343,12/1/2015 7:36,Powell at Post (Union Square),71,12/1/2015 7:42,Howard at 2nd,63,347,Subscriber,94109,Weekday
1024696,532,12/1/2015 7:38,South Van Ness at Market,66,12/1/2015 7:47,Market at 4th,76,582,Subscriber,94102,Weekday
1024697,636,12/1/2015 7:38,Temporary Transbay Terminal (Howard at Beale),55,12/1/2015 7:49,Embarcadero at Sansome,60,348,Subscriber,94105,Weekday
1024698,561,12/1/2015 7:38,Market at 10th,67,12/1/2015 7:48,Market at Sansome,77,352,Subscriber,94103,Weekday
1024699,438,12/1/2015 7:38,Steuart at Market,74,12/1/2015 7:46,2nd at Townsend,61,690,Subscriber,94588,Weekday
1024700,218,12/1/2015 7:39,Commercial at Montgomery,45,12/1/2015 7:42,Market at Sansome,77,422,Subscriber,94133,Weekday
1024701,640,12/1/2015 7:39,San Francisco City Hall,58,12/1/2015 7:49,San Francisco Caltrain 2 (330 Townsend),69,599,Subscriber,94103,Weekday
1024702,802,12/1/2015 7:39,Clay at Battery,41,12/1/2015 7:52,San Francisco Caltrain (Townsend at 4th),70,375,Subscriber,94133,Weekday
1024703,336,12/1/2015 7:40,2nd at Townsend,61,12/1/2015 7:46,Spear at Folsom,49,537,Subscriber,89451,Weekday
1024704,305,12/1/2015 7:42,Temporary Transbay Terminal (Howard at Beale),55,12/1/2015 7:47,5th at Howard,57,429,Subscriber,94501,Weekday
1024705,230,12/1/2015 7:42,Palo Alto Caltrain Station,34,12/1/2015 7:46,Cowper at University,37,46,Subscriber,94102,Weekday
1024706,423,12/1/2015 7:43,Temporary Transbay Terminal (Howard at Beale),55,12/1/2015 7:50,Embarcadero at Vallejo,48,500,Subscriber,94611,Weekday
1024707,492,12/1/2015 7:43,Civic Center BART (7th at Market),72,12/1/2015 7:51,Townsend at 7th,65,551,Subscriber,94568,Weekday
1024708,715,12/1/2015 7:43,Grant Avenue at Columbus Avenue,73,12/1/2015 7:55,Spear at Folsom,49,342,Subscriber,94133,Weekday
1024709,481,12/1/2015 7:44,Ryland Park,84,12/1/2015 7:52,San Jose Diridon Caltrain Station,2,133,Subscriber,95110,Weekday
1024710,464,12/1/2015 7:44,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 7:52,Market at 4th,76,434,Subscriber,94010,Weekday
1024713,533,12/1/2015 7:46,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 7:55,Embarcadero at Folsom,51,321,Subscriber,94062,Weekday
1024715,375,12/1/2015 7:47,San Jose Diridon Caltrain Station,2,12/1/2015 7:54,San Pedro Square,6,304,Subscriber,95377,Weekday
1024716,360,12/1/2015 7:48,Market at Sansome,77,12/1/2015 7:54,2nd at Townsend,61,25,Subscriber,94107,Weekday
1024717,734,12/1/2015 7:44,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 7:56,Temporary Transbay Terminal (Howard at Beale),55,187,Subscriber,94030,Weekday
1024718,373,12/1/2015 7:49,Yerba Buena Center of the Arts (3rd @ Howard),68,12/1/2015 7:55,Clay at Battery,41,583,Subscriber,94107,Weekday
1024719,151,12/1/2015 7:50,Grant Avenue at Columbus Avenue,73,12/1/2015 7:53,Commercial at Montgomery,45,268,Subscriber,94133,Weekday
1024720,677,12/1/2015 7:50,Steuart at Market,74,12/1/2015 8:02,San Francisco Caltrain (Townsend at 4th),70,480,Subscriber,94601,Weekday
1024721,135,12/1/2015 7:51,Market at Sansome,77,12/1/2015 7:53,Howard at 2nd,63,401,Subscriber,94114,Weekday
1024722,325,12/1/2015 7:51,Grant Avenue at Columbus Avenue,73,12/1/2015 7:56,Harry Bridges Plaza (Ferry Building),50,53,Subscriber,94133,Weekday
1024723,575,12/1/2015 7:52,Embarcadero at Sansome,60,12/1/2015 8:01,Temporary Transbay Terminal (Howard at Beale),55,423,Subscriber,94133,Weekday
1024724,1047,12/1/2015 7:53,Grant Avenue at Columbus Avenue,73,12/1/2015 8:11,San Francisco Caltrain (Townsend at 4th),70,260,Subscriber,94133,Weekday
1024725,387,12/1/2015 7:54,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 8:00,2nd at Folsom,62,599,Subscriber,94403,Weekday
1024726,623,12/1/2015 7:54,South Van Ness at Market,66,12/1/2015 8:04,Howard at 2nd,63,608,Subscriber,94102,Weekday
1024727,516,12/1/2015 7:54,Temporary Transbay Terminal (Howard at Beale),55,12/1/2015 8:02,5th at Howard,57,585,Subscriber,94105,Weekday
1024728,665,12/1/2015 7:54,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 8:05,Mechanics Plaza (Market at Battery),75,158,Subscriber,94040,Weekday
1024729,610,12/1/2015 7:54,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 8:05,Beale at Market,56,426,Subscriber,94303,Weekday
1024730,647,12/1/2015 7:54,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 8:05,Clay at Battery,41,318,Subscriber,94065,Weekday
1024731,342,12/1/2015 7:55,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 8:01,2nd at Folsom,62,558,Subscriber,94403,Weekday
1024732,802,12/1/2015 7:56,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 8:09,Steuart at Market,74,391,Subscriber,95134,Weekday
1024733,719,12/1/2015 7:56,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 8:08,Commercial at Montgomery,45,509,Subscriber,94024,Weekday
1024735,434,12/1/2015 7:56,Commercial at Montgomery,45,12/1/2015 8:03,Embarcadero at Folsom,51,39,Subscriber,94108,Weekday
1024736,760,12/1/2015 7:56,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 8:09,Market at 10th,67,309,Subscriber,94025,Weekday
1024737,851,12/1/2015 7:56,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 8:10,Beale at Market,56,356,Subscriber,94303,Weekday
1024738,784,12/1/2015 7:56,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 8:09,Steuart at Market,74,636,Subscriber,94403,Weekday
1024739,438,12/1/2015 7:56,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 8:04,Howard at 2nd,63,291,Subscriber,94022,Weekday
1024741,776,12/1/2015 7:57,Redwood City Caltrain Station,22,12/1/2015 8:10,Stanford in Redwood City,25,657,Subscriber,95037,Weekday
1024742,841,12/1/2015 7:57,Temporary Transbay Terminal (Howard at Beale),55,12/1/2015 8:11,San Francisco Caltrain (Townsend at 4th),70,586,Subscriber,94549,Weekday
1024743,933,12/1/2015 7:57,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 8:12,Broadway St at Battery St,82,408,Subscriber,94403,Weekday
1024744,803,12/1/2015 7:57,Davis at Jackson,42,12/1/2015 8:11,San Francisco Caltrain (Townsend at 4th),70,631,Subscriber,94111,Weekday
1024745,751,12/1/2015 7:57,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 8:10,Harry Bridges Plaza (Ferry Building),50,598,Subscriber,93401,Weekday
1024746,769,12/1/2015 7:58,Redwood City Caltrain Station,22,12/1/2015 8:11,Stanford in Redwood City,25,230,Subscriber,94117,Weekday
1024747,550,12/1/2015 7:58,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 8:07,Steuart at Market,74,574,Subscriber,94107,Weekday
1024748,500,12/1/2015 7:58,Harry Bridges Plaza (Ferry Building),50,12/1/2015 8:07,2nd at South Park,64,522,Subscriber,94510,Weekday
1024749,416,12/1/2015 7:58,Civic Center BART (7th at Market),72,12/1/2015 8:05,Townsend at 7th,65,111,Subscriber,94598,Weekday
1024750,482,12/1/2015 7:59,Temporary Transbay Terminal (Howard at Beale),55,12/1/2015 8:07,5th at Howard,57,377,Subscriber,94530,Weekday
1024751,836,12/1/2015 8:00,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 8:14,Howard at 2nd,63,360,Subscriber,94043,Weekday
1024752,802,12/1/2015 8:00,Japantown,9,12/1/2015 8:13,San Jose Diridon Caltrain Station,2,18,Subscriber,94105,Weekday
1024753,388,12/1/2015 8:00,Civic Center BART (7th at Market),72,12/1/2015 8:07,Market at Sansome,77,86,Subscriber,94102,Weekday
1024754,797,12/1/2015 8:00,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 8:14,Davis at Jackson,42,375,Subscriber,94158,Weekday
1024755,957,12/1/2015 8:01,South Van Ness at Market,66,12/1/2015 8:17,Embarcadero at Sansome,60,407,Subscriber,94102,Weekday
1024756,340,12/1/2015 8:01,Powell Street BART,39,12/1/2015 8:07,San Francisco Caltrain 2 (330 Townsend),69,287,Subscriber,94118,Weekday
1024761,280,12/1/2015 8:03,Broadway St at Battery St,82,12/1/2015 8:08,Davis at Jackson,42,395,Subscriber,94111,Weekday
1024762,350,12/1/2015 8:03,Harry Bridges Plaza (Ferry Building),50,12/1/2015 8:09,2nd at Folsom,62,53,Subscriber,94901,Weekday
1024763,410,12/1/2015 8:03,2nd at Townsend,61,12/1/2015 8:10,Townsend at 7th,65,351,Subscriber,94103,Weekday
1024764,477,12/1/2015 8:03,MLK Library,11,12/1/2015 8:11,San Jose Diridon Caltrain Station,2,165,Subscriber,95172,Weekday
1024765,211,12/1/2015 8:03,Howard at 2nd,63,12/1/2015 8:07,5th at Howard,57,344,Subscriber,94610,Weekday
1024766,955,12/1/2015 8:03,Temporary Transbay Terminal (Howard at Beale),55,12/1/2015 8:19,San Francisco Caltrain 2 (330 Townsend),69,384,Subscriber,94103,Weekday
1024767,776,12/1/2015 8:04,Harry Bridges Plaza (Ferry Building),50,12/1/2015 8:17,San Francisco Caltrain (Townsend at 4th),70,397,Subscriber,94931,Weekday
1024771,1017,12/1/2015 8:04,Civic Center BART (7th at Market),72,12/1/2015 8:21,2nd at South Park,64,496,Subscriber,60661,Weekday
1024772,753,12/1/2015 8:05,Harry Bridges Plaza (Ferry Building),50,12/1/2015 8:18,2nd at South Park,64,709,Subscriber,94939,Weekday
1024775,443,12/1/2015 8:05,Harry Bridges Plaza (Ferry Building),50,12/1/2015 8:13,2nd at South Park,64,587,Subscriber,94960,Weekday
1024776,577,12/1/2015 8:06,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 8:15,Embarcadero at Folsom,51,338,Subscriber,94070,Weekday
1024777,543,12/1/2015 8:06,San Jose Diridon Caltrain Station,2,12/1/2015 8:15,MLK Library,11,20,Subscriber,94110,Weekday
1024778,639,12/1/2015 8:06,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 8:17,Washington at Kearny,46,560,Subscriber,94087,Weekday
1024779,480,12/1/2015 8:06,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 8:14,Post at Kearny,47,75,Subscriber,94010,Weekday
1024780,600,12/1/2015 8:06,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 8:16,Market at Sansome,77,480,Subscriber,94132,Weekday
1024781,579,12/1/2015 8:06,Harry Bridges Plaza (Ferry Building),50,12/1/2015 8:16,San Francisco Caltrain (Townsend at 4th),70,300,Subscriber,94901,Weekday
1024783,9711,12/1/2015 8:06,San Jose Diridon Caltrain Station,2,12/1/2015 10:48,Santa Clara at Almaden,4,661,Subscriber,94158,Weekday
1024784,269,12/1/2015 8:06,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 8:11,Townsend at 7th,65,332,Subscriber,94301,Weekday
1024786,653,12/1/2015 8:07,Harry Bridges Plaza (Ferry Building),50,12/1/2015 8:18,2nd at Townsend,61,400,Subscriber,94949,Weekday
1024787,748,12/1/2015 8:07,San Francisco City Hall,58,12/1/2015 8:20,Commercial at Montgomery,45,449,Subscriber,94065,Weekday
1024788,847,12/1/2015 8:08,Civic Center BART (7th at Market),72,12/1/2015 8:22,Embarcadero at Folsom,51,448,Subscriber,94080,Weekday
1024791,534,12/1/2015 8:08,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 8:17,Post at Kearny,47,49,Subscriber,94086,Weekday
1024792,228,12/1/2015 8:09,Market at Sansome,77,12/1/2015 8:12,Commercial at Montgomery,45,607,Subscriber,94122,Weekday
1024795,553,12/1/2015 8:09,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 8:18,Steuart at Market,74,420,Subscriber,94070,Weekday
1024796,306,12/1/2015 8:09,Market at Sansome,77,12/1/2015 8:14,2nd at South Park,64,267,Subscriber,95973,Weekday
1024798,469,12/1/2015 8:09,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 8:17,Post at Kearny,47,325,Subscriber,94025,Weekday
1024799,698,12/1/2015 8:10,South Van Ness at Market,66,12/1/2015 8:21,Beale at Market,56,278,Subscriber,94102,Weekday
1024800,858,12/1/2015 8:10,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 8:24,Davis at Jackson,42,575,Subscriber,95014,Weekday
1024801,1057,12/1/2015 8:10,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 8:28,Clay at Battery,41,287,Subscriber,94401,Weekday
1024802,733,12/1/2015 8:10,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 8:22,Davis at Jackson,42,96,Subscriber,94030,Weekday
1024803,678,12/1/2015 8:11,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 8:22,Steuart at Market,74,613,Subscriber,94105,Weekday
1024804,244,12/1/2015 8:11,Steuart at Market,74,12/1/2015 8:15,Broadway St at Battery St,82,574,Subscriber,94702,Weekday
1024806,733,12/1/2015 8:11,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 8:23,Harry Bridges Plaza (Ferry Building),50,282,Subscriber,95136,Weekday
1024808,1297,12/1/2015 8:11,San Francisco Caltrain 2 (330 Townsend),69,12/1/2015 8:32,Davis at Jackson,42,464,Subscriber,94303,Weekday
1024809,694,12/1/2015 8:11,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 8:23,Harry Bridges Plaza (Ferry Building),50,631,Subscriber,94070,Weekday
1024810,609,12/1/2015 8:11,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 8:22,Steuart at Market,74,586,Subscriber,94061,Weekday
1024811,831,12/1/2015 8:12,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 8:26,Temporary Transbay Terminal (Howard at Beale),55,260,Subscriber,95118,Weekday
1024812,488,12/1/2015 8:12,Temporary Transbay Terminal (Howard at Beale),55,12/1/2015 8:21,San Francisco Caltrain (Townsend at 4th),70,289,Subscriber,94611,Weekday
1024813,624,12/1/2015 8:14,Powell at Post (Union Square),71,12/1/2015 8:24,San Francisco Caltrain 2 (330 Townsend),69,547,Subscriber,94108,Weekday
1024814,691,12/1/2015 8:17,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 8:28,Harry Bridges Plaza (Ferry Building),50,300,Subscriber,95136,Weekday
1024815,406,12/1/2015 8:17,San Jose Diridon Caltrain Station,2,12/1/2015 8:24,San Pedro Square,6,165,Subscriber,94103,Weekday
1024816,717,12/1/2015 8:17,San Francisco Caltrain (Townsend at 4th),70,12/1/2015 8:29,Harry Bridges Plaza (Ferry Building),50,397,Subscriber,95118,Weekday
1024817,483,12/1/2015 8:17,Harry Bridges Plaza (Ferry Building),50,12/1/2015 8:25,Market at 4th,76,329,Subscriber,94920,Weekday
1024818,358,12/1/2015 8:17,Temporary Transbay Terminal (Howard at Beale),55,12/1/2015 8:23,5th at Howard,57,454,Subscriber,94103,Weekday
1024819,485,12/1/2015 8:17,Grant Avenue at Columbus Avenue,73,12/1/2015 8:25,Temporary Transbay Terminal (Howard at Beale),55,487,Subscriber,94133,Weekday
1024820,368,12/1/2015 8:18,Grant Avenue at Columbus Avenue,73,12/1/2015 8:24,Beale at Market,56,508,Subscriber,94566,Weekday
1024821,505,12/1/2015 8:18,Grant Avenue at Columbus Avenue,73,12/1/2015 8:27,Embarcadero at Folsom,51,497,Subscriber,94133,Weekday
